interview,participant,employee_id,participant_status,is_test,started_at,completed_at,consented_at,thread,turn_index,question_source,anchor_question,question_asked,question_type,answer_text,answer_options,is_skipped,is_voice,time_spent_seconds,created_at,extracted_quotes,assignment_id
The office 2,,1746a8a4-845f-41c1-bd7c-c476287ec2fe,completed,False,2026-06-24 21:36:00.596+00,2026-06-24 21:39:38.825+00,2026-06-24 21:35:48.369+00,4,1,ai_followup,When was the last time your manager said or did something that genuinely helped?,"How would you describe your relationship with Michael day-to-day, outside of this situation?",text,"Michael means well, I think. But day-to-day, it's a lot of managing around him rather than working with him. He's friendly, just not always... effective. You learn to calibrate your expectations.",,False,False,20,2026-06-24 21:38:46.371581+00,it's a lot of managing around him rather than working with him,8190f7a0-7da7-4bfb-9c21-9c2aef552ac1
The office 2,,1746a8a4-845f-41c1-bd7c-c476287ec2fe,completed,False,2026-06-24 21:36:00.596+00,2026-06-24 21:39:38.825+00,2026-06-24 21:35:48.369+00,4,2,ai_followup,When was the last time your manager said or did something that genuinely helped?,"When did you last have to do that, route around Michael to get something done?",text,,,True,False,14,2026-06-24 21:39:00.622355+00,,8190f7a0-7da7-4bfb-9c21-9c2aef552ac1
The office 2,,1746a8a4-845f-41c1-bd7c-c476287ec2fe,completed,False,2026-06-24 21:36:00.596+00,2026-06-24 21:39:38.825+00,2026-06-24 21:35:48.369+00,4,3,ai_followup,When was the last time your manager said or did something that genuinely helped?,Anything else on your mind that we didn't get to?,text,,,True,False,14,2026-06-24 21:39:14.655656+00,,8190f7a0-7da7-4bfb-9c21-9c2aef552ac1
The office 2,,c96d856d-773f-4f63-91ef-17c7b08e6d55,completed,False,2026-06-24 21:36:31.393+00,2026-06-24 21:44:07.405+00,2026-06-24 21:36:22.856+00,0,0,base,How's work been this week?,How's work been this week?,mood,Not great,,False,False,22,2026-06-24 21:36:31.618626+00,,1ce44200-ed64-492c-b80d-fdbac915de9b
The office 2,,c96d856d-773f-4f63-91ef-17c7b08e6d55,completed,False,2026-06-24 21:36:31.393+00,2026-06-24 21:44:07.405+00,2026-06-24 21:36:22.856+00,1,0,base,Got it. Is there anything that could make things better right now?,Got it. Is there anything that could make things better right now?,text,"The announcement about potential downsizing was unsettling. Michael did not handle it well, and there was a great deal of unnecessary drama in that meeting. I prefer to work in a professional environment, and today was not that.",,False,False,9,2026-06-24 21:36:41.5097+00,there was a great deal of unnecessary drama in that meeting,1ce44200-ed64-492c-b80d-fdbac915de9b
The office 2,,c96d856d-773f-4f63-91ef-17c7b08e6d55,completed,False,2026-06-24 21:36:31.393+00,2026-06-24 21:44:07.405+00,2026-06-24 21:36:22.856+00,1,1,ai_followup,Got it. Is there anything that could make things better right now?,How are you feeling now that it's behind you?,text,I returned to my desk and got back to work. That is how I cope. I don't dwell.,,False,False,46,2026-06-24 21:37:27.690056+00,,1ce44200-ed64-492c-b80d-fdbac915de9b
The office 2,,c96d856d-773f-4f63-91ef-17c7b08e6d55,completed,False,2026-06-24 21:36:31.393+00,2026-06-24 21:44:07.405+00,2026-06-24 21:36:22.856+00,1,2,ai_followup,Got it. Is there anything that could make things better right now?,What were you working on when you got back to your desk?,text,Accounts receivable. It doesn't stop just because management decides to have a crisis.,,False,False,47,2026-06-24 21:38:15.534085+00,,1ce44200-ed64-492c-b80d-fdbac915de9b
The office 2,,c96d856d-773f-4f63-91ef-17c7b08e6d55,completed,False,2026-06-24 21:36:31.393+00,2026-06-24 21:44:07.405+00,2026-06-24 21:36:22.856+00,1,3,ai_followup,Got it. Is there anything that could make things better right now?,Does that kind of routine work usually help you reset?,text,"I wouldn't call it ""resetting."" I simply do my job regardless of what is happening around me. That is called professionalism.",,False,False,48,2026-06-24 21:39:03.8304+00,I simply do my job regardless of what is happening around me. That is called professionalism.,1ce44200-ed64-492c-b80d-fdbac915de9b
The office 2,,c96d856d-773f-4f63-91ef-17c7b08e6d55,completed,False,2026-06-24 21:36:31.393+00,2026-06-24 21:44:07.405+00,2026-06-24 21:36:22.856+00,3,1,ai_followup,Walk me through a piece of work from the last month that felt really yours.,"Beyond getting it done, is there work here that genuinely engages you?",text,I find the accounting work genuinely satisfying. Numbers are precise. They don't have feelings or opinions. I appreciate that.,,False,False,46,2026-06-24 21:39:50.453713+00,Numbers are precise. They don't have feelings or opinions. I appreciate that.,1ce44200-ed64-492c-b80d-fdbac915de9b
The office 2,,c96d856d-773f-4f63-91ef-17c7b08e6d55,completed,False,2026-06-24 21:36:31.393+00,2026-06-24 21:44:07.405+00,2026-06-24 21:36:22.856+00,3,2,ai_followup,Walk me through a piece of work from the last month that felt really yours.,What's a recent piece of work that felt particularly satisfying to finish?,text,,,True,False,45,2026-06-24 21:40:35.598603+00,,1ce44200-ed64-492c-b80d-fdbac915de9b
The office 2,,c96d856d-773f-4f63-91ef-17c7b08e6d55,completed,False,2026-06-24 21:36:31.393+00,2026-06-24 21:44:07.405+00,2026-06-24 21:36:22.856+00,3,3,ai_followup,Walk me through a piece of work from the last month that felt really yours.,Is that what drew you to accounting originally?,text,Yes. I have always preferred order. Accounting made sense to me from the start. There is a right answer and a wrong answer. I find that comforting.,,False,False,21,2026-06-24 21:40:57.300419+00,,1ce44200-ed64-492c-b80d-fdbac915de9b
The office 2,,c96d856d-773f-4f63-91ef-17c7b08e6d55,completed,False,2026-06-24 21:36:31.393+00,2026-06-24 21:44:07.405+00,2026-06-24 21:36:22.856+00,4,1,ai_followup,When was the last time your manager said or did something that genuinely helped?,"How does your manager usually handle the messier, less predictable moments at work?",text,"Not well. Michael tends to make things worse by trying to make everyone feel better. Today was a perfect example. A simple, direct announcement would have taken five minutes. Instead it became a production.",,False,False,47,2026-06-24 21:41:45.823966+00,"A simple, direct announcement would have taken five minutes. Instead it became a production.",1ce44200-ed64-492c-b80d-fdbac915de9b
The office 2,,c96d856d-773f-4f63-91ef-17c7b08e6d55,completed,False,2026-06-24 21:36:31.393+00,2026-06-24 21:44:07.405+00,2026-06-24 21:36:22.856+00,4,2,ai_followup,When was the last time your manager said or did something that genuinely helped?,What did Michael actually do that made it a production?,text,He called everyone into the conference room and then spent the whole time reassuring us instead of giving us facts. Dwight argued about his title. People were asking direct questions and not getting direct answers. It was not a good use of anyone's time.,,False,False,46,2026-06-24 21:42:34.570755+00,,1ce44200-ed64-492c-b80d-fdbac915de9b
The office 2,,c96d856d-773f-4f63-91ef-17c7b08e6d55,completed,False,2026-06-24 21:36:31.393+00,2026-06-24 21:44:07.405+00,2026-06-24 21:36:22.856+00,4,3,ai_followup,When was the last time your manager said or did something that genuinely helped?,"Anything else about today, or work in general, that you'd want on the record?",text,"I would like it noted that the accounting department remained productive throughout. Whatever happens with corporate, our books are in order.",,False,False,41,2026-06-24 21:43:15.773698+00,"whatever happens with corporate, our books are in order.",1ce44200-ed64-492c-b80d-fdbac915de9b
The office 2,,5339cb45-f4c2-40ad-a641-c992c1dc4011,completed,False,2026-06-24 21:37:51.874+00,2026-06-24 21:45:55.802+00,2026-06-24 21:37:44.244+00,0,0,base,How's work been this week?,How's work been this week?,mood,Okay,,False,False,17,2026-06-24 21:37:51.995675+00,,048f9e71-f592-461f-9433-164dd7f00e90
The office 2,,5339cb45-f4c2-40ad-a641-c992c1dc4011,completed,False,2026-06-24 21:37:51.874+00,2026-06-24 21:45:55.802+00,2026-06-24 21:37:44.244+00,1,0,base,Got it. Is there anything that could make things better right now?,Got it. Is there anything that could make things better right now?,text,Knowing my job is safe would help. That meeting today made me kind of nervous. Other than that I'm fine.,,False,False,10,2026-06-24 21:38:02.106198+00,,048f9e71-f592-461f-9433-164dd7f00e90
The office 2,,5339cb45-f4c2-40ad-a641-c992c1dc4011,completed,False,2026-06-24 21:37:51.874+00,2026-06-24 21:45:55.802+00,2026-06-24 21:37:44.244+00,1,1,ai_followup,Got it. Is there anything that could make things better right now?,What was it about the meeting that got to you?,text,"They said they might close this branch. Like, our whole office. That's my job. I don't want to lose my job.",,False,False,50,2026-06-24 21:38:51.892383+00,"They said they might close this branch. Like, our whole office. That's my job. I don't want to lose my job.",048f9e71-f592-461f-9433-164dd7f00e90
The office 2,,5339cb45-f4c2-40ad-a641-c992c1dc4011,completed,False,2026-06-24 21:37:51.874+00,2026-06-24 21:45:55.802+00,2026-06-24 21:37:44.244+00,1,2,ai_followup,Got it. Is there anything that could make things better right now?,How long have you been at this branch?,text,"A few years. It's just where I work. I don't really think about it that much, but yeah, I'd like to keep it.",,False,False,49,2026-06-24 21:39:41.206056+00,,048f9e71-f592-461f-9433-164dd7f00e90
The office 2,,5339cb45-f4c2-40ad-a641-c992c1dc4011,completed,False,2026-06-24 21:37:51.874+00,2026-06-24 21:45:55.802+00,2026-06-24 21:37:44.244+00,1,3,ai_followup,Got it. Is there anything that could make things better right now?,"Makes sense. Setting that aside for now, what part of the job do you actually enjoy?",text,Lunch is pretty good. And I like that I know what I'm doing. The numbers make sense to me. It's not stressful. Usually.,,False,False,49,2026-06-24 21:40:30.564762+00,I like that I know what I'm doing. The numbers make sense to me. It's not stressful. Usually.,048f9e71-f592-461f-9433-164dd7f00e90
The office 2,,5339cb45-f4c2-40ad-a641-c992c1dc4011,completed,False,2026-06-24 21:37:51.874+00,2026-06-24 21:45:55.802+00,2026-06-24 21:37:44.244+00,3,1,ai_followup,Walk me through a piece of work from the last month that felt really yours.,What does a day look like when it's going well for you?,text,"Nobody bothering me too much, numbers balance out, good lunch. That's pretty much it. A quiet day is a good day.",,False,False,43,2026-06-24 21:41:14.70234+00,A quiet day is a good day.,048f9e71-f592-461f-9433-164dd7f00e90
The office 2,,5339cb45-f4c2-40ad-a641-c992c1dc4011,completed,False,2026-06-24 21:37:51.874+00,2026-06-24 21:45:55.802+00,2026-06-24 21:37:44.244+00,3,2,ai_followup,Walk me through a piece of work from the last month that felt really yours.,"The numbers making sense, is that something you learned on the job, or did you come in with that?",text,I studied accounting. I've always been good with numbers. It just clicks for me.,,False,False,48,2026-06-24 21:42:03.105897+00,,048f9e71-f592-461f-9433-164dd7f00e90
The office 2,,5339cb45-f4c2-40ad-a641-c992c1dc4011,completed,False,2026-06-24 21:37:51.874+00,2026-06-24 21:45:55.802+00,2026-06-24 21:37:44.244+00,3,3,ai_followup,Walk me through a piece of work from the last month that felt really yours.,Can you think of a day when that clicked especially well?,text,"Sometimes the quarterly reports just come together and everything balances on the first try. That feels good. Not complicated, just satisfying.",,False,False,43,2026-06-24 21:42:47.165662+00,"Sometimes the quarterly reports just come together and everything balances on the first try. That feels good. Not complicated, just satisfying.",048f9e71-f592-461f-9433-164dd7f00e90
The office 2,,5339cb45-f4c2-40ad-a641-c992c1dc4011,completed,False,2026-06-24 21:37:51.874+00,2026-06-24 21:45:55.802+00,2026-06-24 21:37:44.244+00,4,1,ai_followup,When was the last time your manager said or did something that genuinely helped?,"When something like that goes well, does your manager ever notice?",text,Not really. Michael doesn't really pay attention to that stuff. He's more of a big picture guy. Or at least that's what he'd say.,,False,False,46,2026-06-24 21:43:34.328554+00,,048f9e71-f592-461f-9433-164dd7f00e90
The office 2,,5339cb45-f4c2-40ad-a641-c992c1dc4011,completed,False,2026-06-24 21:37:51.874+00,2026-06-24 21:45:55.802+00,2026-06-24 21:37:44.244+00,4,2,ai_followup,When was the last time your manager said or did something that genuinely helped?,"What does he actually focus on, from where you sit?",text,"Honestly? Himself, mostly. He likes everyone to like him. He does a lot of talking and joking around. He means well I think but the actual work stuff kind of happens on its own.",,False,False,44,2026-06-24 21:44:18.634737+00,the actual work stuff kind of happens on its own.,048f9e71-f592-461f-9433-164dd7f00e90
The office 2,,5339cb45-f4c2-40ad-a641-c992c1dc4011,completed,False,2026-06-24 21:37:51.874+00,2026-06-24 21:45:55.802+00,2026-06-24 21:37:44.244+00,4,3,ai_followup,When was the last time your manager said or did something that genuinely helped?,Anything else on your mind that we didn't get to?,text,"Just the downsizing thing. That's the main thing. Other than that, no, I think I'm good.",,False,False,49,2026-06-24 21:45:08.278651+00,,048f9e71-f592-461f-9433-164dd7f00e90
The office 2,,3ff3b1c0-5ffa-4766-b078-eb59333b4f50,completed,False,2026-06-24 21:40:18.828+00,2026-06-24 21:48:57.043+00,2026-06-24 21:40:09.871+00,0,0,base,How's work been this week?,How's work been this week?,mood,Okay,,False,False,22,2026-06-24 21:40:18.962115+00,,225c261e-2274-439f-9990-ca07cf2a931b
The office 2,,3ff3b1c0-5ffa-4766-b078-eb59333b4f50,completed,False,2026-06-24 21:40:18.828+00,2026-06-24 21:48:57.043+00,2026-06-24 21:40:09.871+00,1,0,base,Got it. Is there anything that could make things better right now?,Got it. Is there anything that could make things better right now?,text,"Honestly? Just getting out on time would be enough. Nothing against the job, it is what it is.",,False,False,10,2026-06-24 21:40:29.362369+00,,225c261e-2274-439f-9990-ca07cf2a931b
The office 2,,3ff3b1c0-5ffa-4766-b078-eb59333b4f50,completed,False,2026-06-24 21:40:18.828+00,2026-06-24 21:48:57.043+00,2026-06-24 21:40:09.871+00,1,1,ai_followup,Got it. Is there anything that could make things better right now?,What's been keeping you there late?,text,"I'm not really the one staying late, that's more the office people. Warehouse has set hours. I just want to clock out and go.",,False,False,47,2026-06-24 21:41:16.663441+00,,225c261e-2274-439f-9990-ca07cf2a931b
The office 2,,3ff3b1c0-5ffa-4766-b078-eb59333b4f50,completed,False,2026-06-24 21:40:18.828+00,2026-06-24 21:48:57.043+00,2026-06-24 21:40:09.871+00,1,2,ai_followup,Got it. Is there anything that could make things better right now?,Do those hours usually work for you?,text,"Yeah, they work fine. I show up, do my thing, leave. No complaints on that front.",,False,False,50,2026-06-24 21:42:06.925701+00,,225c261e-2274-439f-9990-ca07cf2a931b
The office 2,,3ff3b1c0-5ffa-4766-b078-eb59333b4f50,completed,False,2026-06-24 21:40:18.828+00,2026-06-24 21:48:57.043+00,2026-06-24 21:40:09.871+00,1,3,ai_followup,Got it. Is there anything that could make things better right now?,Any part of the job you find yourself actually getting into?,text,"I don't mind the physical stuff. Moving stuff around, loading the trucks — it's straightforward work. I'm not exactly passionate about paper, but the job itself isn't bad.",,False,False,50,2026-06-24 21:42:57.733554+00,"Moving stuff around, loading the trucks — it's straightforward work.",225c261e-2274-439f-9990-ca07cf2a931b
The office 2,,3ff3b1c0-5ffa-4766-b078-eb59333b4f50,completed,False,2026-06-24 21:40:18.828+00,2026-06-24 21:48:57.043+00,2026-06-24 21:40:09.871+00,3,1,ai_followup,Walk me through a piece of work from the last month that felt really yours.,"When a shift goes well, what does that look like?",text,"When everything moves without a hitch — trucks get loaded, no mix-ups, nobody's in anyone's way. You get in, get it done, get out. That's a good day.",,False,False,44,2026-06-24 21:43:42.579333+00,"You get in, get it done, get out. That's a good day.",225c261e-2274-439f-9990-ca07cf2a931b
The office 2,,3ff3b1c0-5ffa-4766-b078-eb59333b4f50,completed,False,2026-06-24 21:40:18.828+00,2026-06-24 21:48:57.043+00,2026-06-24 21:40:09.871+00,3,2,ai_followup,Walk me through a piece of work from the last month that felt really yours.,What usually gets in the way of that?,text,"Last-minute changes, orders getting mixed up, that kind of thing. Sometimes decisions get made upstairs without thinking about how it hits us down in the warehouse.",,False,False,43,2026-06-24 21:44:25.882323+00,decisions get made upstairs without thinking about how it hits us down in the warehouse,225c261e-2274-439f-9990-ca07cf2a931b
The office 2,,3ff3b1c0-5ffa-4766-b078-eb59333b4f50,completed,False,2026-06-24 21:40:18.828+00,2026-06-24 21:48:57.043+00,2026-06-24 21:40:09.871+00,3,3,ai_followup,Walk me through a piece of work from the last month that felt really yours.,Has anyone down in the warehouse ever flagged that to the people upstairs?,text,"I mean, people grumble about it but nobody really goes and says something. That's just kind of how it is. You deal with it.",,False,False,49,2026-06-24 21:45:15.486029+00,,225c261e-2274-439f-9990-ca07cf2a931b
The office 2,,3ff3b1c0-5ffa-4766-b078-eb59333b4f50,completed,False,2026-06-24 21:40:18.828+00,2026-06-24 21:48:57.043+00,2026-06-24 21:40:09.871+00,4,1,ai_followup,When was the last time your manager said or did something that genuinely helped?,"Your direct supervisor, are they someone you'd go to if something was off?",text,"Yeah, I could go to my supervisor if it was actually something serious. But most of the time it's not worth making a whole thing out of it, you know?",,False,False,47,2026-06-24 21:46:03.566345+00,most of the time it's not worth making a whole thing out of it,225c261e-2274-439f-9990-ca07cf2a931b
The office 2,,3ff3b1c0-5ffa-4766-b078-eb59333b4f50,completed,False,2026-06-24 21:40:18.828+00,2026-06-24 21:48:57.043+00,2026-06-24 21:40:09.871+00,4,2,ai_followup,When was the last time your manager said or did something that genuinely helped?,What would it take for something to clear that bar?,text,"Safety stuff, or if it was messing with people's pay. That would get people talking. Otherwise you just adapt and move on.",,False,False,44,2026-06-24 21:46:47.969658+00,"Safety stuff, or if it was messing with people's pay. That would get people talking. Otherwise you just adapt and move on.",225c261e-2274-439f-9990-ca07cf2a931b
The office 2,,3ff3b1c0-5ffa-4766-b078-eb59333b4f50,completed,False,2026-06-24 21:40:18.828+00,2026-06-24 21:48:57.043+00,2026-06-24 21:40:09.871+00,4,3,ai_followup,When was the last time your manager said or did something that genuinely helped?,Anything else on your mind that we haven't touched on?,text,"Not really. It's a steady job, decent guys to work with. Nothing major.",,False,False,47,2026-06-24 21:47:35.197311+00,,225c261e-2274-439f-9990-ca07cf2a931b
The office 2,,4704d186-0e30-4dc3-b208-4bef9f15ba6b,completed,False,2026-06-24 21:44:48.054+00,2026-06-24 21:49:41.997+00,2026-06-24 21:44:37.149+00,0,0,base,How's work been this week?,How's work been this week?,mood,Good,,False,False,18,2026-06-24 21:44:48.22631+00,,0fe583ea-5ad0-41b0-a268-f94717e293c9
The office 2,,4704d186-0e30-4dc3-b208-4bef9f15ba6b,completed,False,2026-06-24 21:44:48.054+00,2026-06-24 21:49:41.997+00,2026-06-24 21:44:37.149+00,1,0,base,Got it. Is there anything that could make things better right now?,Got it. Is there anything that could make things better right now?,text,"Road life, baby. No cubicle, no Toby breathing down my neck, just me, the open road, and closing deals. Called Michael earlier and had him rolling. Guy's a legend.",,False,False,10,2026-06-24 21:44:58.501924+00,,0fe583ea-5ad0-41b0-a268-f94717e293c9
The office 2,,4704d186-0e30-4dc3-b208-4bef9f15ba6b,completed,False,2026-06-24 21:44:48.054+00,2026-06-24 21:49:41.997+00,2026-06-24 21:44:37.149+00,1,1,ai_followup,Got it. Is there anything that could make things better right now?,What made the call with Michael so good?,text,"Look, I've got material that would make a comedy writer cry. Mikey appreciates real humor, not that watered-down stuff HR approves. We go way back and the guy cracks up every time. That's what friends are for.",,False,False,22,2026-06-24 21:45:21.016114+00,,0fe583ea-5ad0-41b0-a268-f94717e293c9
The office 2,,4704d186-0e30-4dc3-b208-4bef9f15ba6b,completed,False,2026-06-24 21:44:48.054+00,2026-06-24 21:49:41.997+00,2026-06-24 21:44:37.149+00,1,2,ai_followup,Got it. Is there anything that could make things better right now?,How long have the two of you been in each other's orbit?,text,"Long enough that we've got years of inside jokes nobody else would survive. Mikey's been my guy since before Scranton. Some friendships just stick, you know?",,False,False,62,2026-06-24 21:46:23.305538+00,,0fe583ea-5ad0-41b0-a268-f94717e293c9
The office 2,,4704d186-0e30-4dc3-b208-4bef9f15ba6b,completed,False,2026-06-24 21:44:48.054+00,2026-06-24 21:49:41.997+00,2026-06-24 21:44:37.149+00,1,3,ai_followup,Got it. Is there anything that could make things better right now?,"That kind of bond is rare, does it follow you into work much?",text,"Oh yeah, absolutely. Mikey's my boss but he's also my boy. That's just how it works. Makes the job way more fun than it has any right to be.",,False,False,20,2026-06-24 21:46:43.72432+00,,0fe583ea-5ad0-41b0-a268-f94717e293c9
The office 2,,4704d186-0e30-4dc3-b208-4bef9f15ba6b,completed,False,2026-06-24 21:44:48.054+00,2026-06-24 21:49:41.997+00,2026-06-24 21:44:37.149+00,3,1,ai_followup,Walk me through a piece of work from the last month that felt really yours.,"Beyond the road and the relationships, what part of the work itself gets you going?",text,"Closing. That moment when you seal a deal — nothing beats it. Plus I'm out here meeting real people all day, not stuck staring at a partition. Office life would kill me.",,False,False,46,2026-06-24 21:47:32.054236+00,Closing. That moment when you seal a deal — nothing beats it.,0fe583ea-5ad0-41b0-a268-f94717e293c9
The office 2,,4704d186-0e30-4dc3-b208-4bef9f15ba6b,completed,False,2026-06-24 21:44:48.054+00,2026-06-24 21:49:41.997+00,2026-06-24 21:44:37.149+00,3,2,ai_followup,Walk me through a piece of work from the last month that felt really yours.,What's a close that's stuck with you?,text,"There was this guy up in Wilkes-Barre, total hardcase, said he didn't need paper. I spent three hours with him, bought him lunch, worked my magic, and walked out with a two-year contract. That's the Packman doing what the Packman does.",,False,False,19,2026-06-24 21:47:51.942623+00,That's the Packman doing what the Packman does.,0fe583ea-5ad0-41b0-a268-f94717e293c9
The office 2,,4704d186-0e30-4dc3-b208-4bef9f15ba6b,completed,False,2026-06-24 21:44:48.054+00,2026-06-24 21:49:41.997+00,2026-06-24 21:44:37.149+00,3,3,ai_followup,Walk me through a piece of work from the last month that felt really yours.,What were you reading in him that kept you at the table?,text,"Guys like that, the ""no"" is just them testing you. You fold, you lose. I could see he was interested — kept asking questions he didn't need to ask if he was really walking out. I just had to outlast him, and that's easy when you've been doing this as long as I have.",,False,False,24,2026-06-24 21:48:16.447324+00,"Guys like that, the ""no"" is just them testing you. You fold, you lose.",0fe583ea-5ad0-41b0-a268-f94717e293c9
The office 2,,4704d186-0e30-4dc3-b208-4bef9f15ba6b,completed,False,2026-06-24 21:44:48.054+00,2026-06-24 21:49:41.997+00,2026-06-24 21:44:37.149+00,4,1,ai_followup,When was the last time your manager said or did something that genuinely helped?,Does having him as your manager change how you handle the harder parts of the job?,text,"Ha, yeah it helps. I can call him up when something's a pain and he doesn't give me the corporate runaround. He's got my back and I've got his. Makes the whole job a lot smoother, I'll tell you that.",,False,False,23,2026-06-24 21:48:40.577513+00,He's got my back and I've got his. Makes the whole job a lot smoother.,0fe583ea-5ad0-41b0-a268-f94717e293c9
The office 2,,4704d186-0e30-4dc3-b208-4bef9f15ba6b,completed,False,2026-06-24 21:44:48.054+00,2026-06-24 21:49:41.997+00,2026-06-24 21:44:37.149+00,4,2,ai_followup,When was the last time your manager said or did something that genuinely helped?,"Last time you called him with a real problem, how did that play out?",text,"Honestly the call today wasn't even about a problem, I was just checking in and keeping his spirits up. That's half my job with Mikey. Guy needs to laugh. I'd say it went great — from my end at least.",,False,False,22,2026-06-24 21:49:03.103456+00,,0fe583ea-5ad0-41b0-a268-f94717e293c9
The office 2,,4704d186-0e30-4dc3-b208-4bef9f15ba6b,completed,False,2026-06-24 21:44:48.054+00,2026-06-24 21:49:41.997+00,2026-06-24 21:44:37.149+00,4,3,ai_followup,When was the last time your manager said or did something that genuinely helped?,Anything about the job you didn't get to say?,text,"Just that this gig is the best setup in the company. No HR hovering over my shoulder, no Toby giving me the sad eyes, no performance review from someone who couldn't sell water to a guy on fire. Just results. That's how it should be everywhere.",,False,False,22,2026-06-24 21:49:25.860928+00,Just results. That's how it should be everywhere.,0fe583ea-5ad0-41b0-a268-f94717e293c9
